ean;sku;name;wysokosc_opak_mm;glebokosc_opak_mm;szerokosc_opak_mm;waga_g;description
;1929098;LEGO TECHNIC 42172 McLaren P1;140;590;250;;"Cechy Zalecany wiek: 18 lat+ Seria: Technic Instrukcja: Tak Waga i rozmiary Szerokość produktu: 250 mm Wysokość produktu: 140 mm Długość produktu: 590 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Używać pod nadzorem osoby dorosłej."
;1929106;LEGO DUPLO TOWN 10427 Most i Tory Kolejowe - Zestaw Rozszerzający;375;90;478;;"Cechy Ilość elementów: 57 Baterie w zestawie: Nie Typ baterii: AAA Seria: DUPLO® Zalecany wiek: 2 lata+ Instrukcja: Tak Liczba minifigurek do zabawy: 2 szt. Liczba obsługiwanych baterii: 4 Waga i rozmiary Głębokość produktu: 570 mm Wysokość produktu: 130 mm Szerokość produktu: 710 mm Dane opakowania Wysokość opakowania: 375 mm Szerokość opakowania: 478 mm Waga wraz z opakowaniem: 1,51 kg Głębokość opakowania: 90 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Używać pod nadzorem osoby dorosłej. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;1938803;LEGO Harry Potter 76463 Zamek Hogwart: skrzydło szpitalne;380;90;260;;"Cechy Instrukcja: Tak Zalecany wiek: 9 lat+ Liczba minifigurek do zabawy: 7 szt. Seria: Harry Potter™ Ilość elementów: 907 Waga i rozmiary Głębokość produktu: 150 mm Wysokość produktu: 380 mm Szerokość produktu: 160 mm Dane opakowania Głębokość opakowania: 90 mm Wysokość opakowania: 380 mm Szerokość opakowania: 260 mm Waga wraz z opakowaniem: 1,4 kg Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;1938804;LEGO Harry Potter 76470 Latający Ford Anglia;262;70;383;;"Cechy Instrukcja: Tak Zalecany wiek: 14 lat+ Seria: Harry Potter™ Ilość elementów: 868 Waga i rozmiary Szerokość produktu: 100 mm Głębokość produktu: 250 mm Wysokość produktu: 90 mm Dane opakowania Szerokość opakowania: 383 mm Wysokość opakowania: 262 mm Waga wraz z opakowaniem: 1,08 kg Głębokość opakowania: 70 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Używać pod nadzorem osoby dorosłej. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;1938816;LEGO Harry Potter 76461 Chochlik kornwalijski;260;60;188;393;"Cechy Instrukcja: Tak Ilość elementów: 320 Zalecany wiek: 8 lat+ Seria: Harry Potter™ Waga i rozmiary Wysokość produktu: 240 mm Dane opakowania Głębokość opakowania: 60 mm Szerokość opakowania: 188 mm Waga wraz z opakowaniem: 393 g Wysokość opakowania: 260 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Używać pod nadzorem osoby dorosłej."
;1928993;LEGO DUPLO 10441 Sorter kształtów: dom szczeniaczków;259;118;280;585;"Cechy Seria: DUPLO® Ilość elementów: 17 Zalecany wiek: 1,5 roku+ Instrukcja: Tak Waga i rozmiary Szerokość produktu: 220 mm Dane opakowania Głębokość opakowania: 118 mm Wysokość opakowania: 259 mm Szerokość opakowania: 280 mm Waga wraz z opakowaniem: 585 g Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Używać pod nadzorem osoby dorosłej."
;1928995;LEGO DUPLO 10450 Gra Zamek Hopsy;262;94;382;822;"Cechy Ilość elementów: 47 Instrukcja: Tak Seria: DUPLO® Zalecany wiek: 3 lata+ Waga i rozmiary Wysokość produktu: 320 mm Szerokość produktu: 220 mm Dane opakowania Głębokość opakowania: 94 mm Waga wraz z opakowaniem: 822 g Wysokość opakowania: 262 mm Szerokość opakowania: 382 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Używać pod nadzorem osoby dorosłej. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Zachowaj opakowanie, ponieważ zawiera ważne informacje."
;1928997;LEGO DUPLO 10456 MCQUEEN'S VISIT TO DOC'S GARAGE;191;91;354;539;"Cechy Seria: DUPLO® Instrukcja: Tak Zalecany wiek: 2 lata+ Ilość elementów: 35 Waga i rozmiary Głębokość produktu: 120 mm Szerokość produktu: 480 mm Wysokość produktu: 190 mm Dane opakowania Waga wraz z opakowaniem: 539 g Wysokość opakowania: 191 mm Szerokość opakowania: 354 mm Głębokość opakowania: 91 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Używać pod nadzorem osoby dorosłej. Zachowaj opakowanie, ponieważ zawiera ważne informacje."
;1929018;LEGO DUPLO 10453 Wesołe miasteczko;282;88;456;972;"Cechy Liczba minifigurek do zabawy: 3 szt. Ilość elementów: 53 Zalecany wiek: 2 lata+ Instrukcja: Tak Seria: DUPLO® Waga i rozmiary Głębokość produktu: 140 mm Wysokość produktu: 280 mm Szerokość produktu: 200 mm Dane opakowania Waga wraz z opakowaniem: 972 g Głębokość opakowania: 88 mm Wysokość opakowania: 282 mm Szerokość opakowania: 456 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Używać pod nadzorem osoby dorosłej."
;1929019;LEGO DUPLO 10454 Klub przyjaciół Myszki Miki i samochód;91;262;191;431;"Cechy Ilość elementów: 27 Zalecany wiek: 2 lata+ Seria: DUPLO® Instrukcja: Tak Waga i rozmiary Głębokość opakowania: 262 mm Szerokość produktu: 220 mm Głębokość produktu: 110 mm Wysokość opakowania: 91 mm Szerokość opakowania: 191 mm Waga produktu: 431 g Wysokość produktu: 160 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Używać pod nadzorem osoby dorosłej."
;1929021;LEGO Minecraft 21273 Atak balonowego Ghasta na wioskę;262;56;382;724;"Cechy Seria: Minecraft® Ilość elementów: 555 Liczba minifigurek do zabawy: 6 szt. Zalecany wiek: 10 lat+ Instrukcja: Tak Waga i rozmiary Wysokość produktu: 180 mm Dane opakowania Szerokość opakowania: 382 mm Waga wraz z opakowaniem: 724 g Wysokość opakowania: 262 mm Głębokość opakowania: 56 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Używać pod nadzorem osoby dorosłej. Zachowaj opakowanie, ponieważ zawiera ważne informacje."
;1929038;LEGO Creator 31151 Tyranozaur;259;55;359;948;"Cechy Zalecany wiek: 9 lat+ Ilość elementów: 626 Instrukcja: Tak Seria: Creator Waga i rozmiary Wysokość produktu: 150 mm Dane opakowania Głębokość opakowania: 55 mm Waga wraz z opakowaniem: 948 g Wysokość opakowania: 259 mm Szerokość opakowania: 359 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;1929088;LEGO DUPLO  10416 Opieka nad zwierzętami na farmie;282;118;456;;"Cechy Ilość elementów: 74 Liczba minifigurek do zabawy: 2 szt. Zalecany wiek: 2 lata+ Seria: DUPLO® Instrukcja: Tak Waga i rozmiary Wysokość produktu: 230 mm Głębokość produktu: 140 mm Szerokość produktu: 270 mm Dane opakowania Głębokość opakowania: 118 mm Szerokość opakowania: 456 mm Wysokość opakowania: 282 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Używać pod nadzorem osoby dorosłej."
;1929119;LEGO Marvel Super Heroes 76316 Fantastyczna Czwórka kontra Galactus;262;62;222;480;"Cechy Instrukcja: Tak Liczba minifigurek do zabawy: 4 szt. Ilość elementów: 427 Seria: Marvel Zalecany wiek: 9 lat+ Waga i rozmiary Wysokość produktu: 280 mm Dane opakowania Głębokość opakowania: 62 mm Waga wraz z opakowaniem: 480 g Wysokość opakowania: 262 mm Szerokość opakowania: 222 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;1929121;LEGO Harry Potter 76451 Privet Drive: Wizyta ciotki Marge;262;71;382;909;"Cechy Instrukcja: Tak Zalecany wiek: 8 lat+ Liczba minifigurek do zabawy: 5 szt. Seria: Harry Potter™ Ilość elementów: 639 Waga i rozmiary Głębokość produktu: 120 mm Szerokość produktu: 310 mm Wysokość produktu: 160 mm Dane opakowania Szerokość opakowania: 382 mm Waga wraz z opakowaniem: 909 g Głębokość opakowania: 71 mm Wysokość opakowania: 262 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Używać pod nadzorem osoby dorosłej. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Zachowaj opakowanie, ponieważ zawiera ważne informacje."
;1929122;LEGO Speed Champions 77242 Bolid F1® Ferrari SF-24 V29;141;48;262;294;"Cechy Instrukcja: Tak Ilość elementów: 275 Liczba minifigurek do zabawy: 1 szt. Zalecany wiek: 10 lat+ Seria: Speed Champions Waga i rozmiary Wysokość produktu: 40 mm Głębokość produktu: 200 mm Szerokość produktu: 70 mm Dane opakowania Głębokość opakowania: 48 mm Szerokość opakowania: 262 mm Wysokość opakowania: 141 mm Waga wraz z opakowaniem: 294 g Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;1929125;LEGO Marvel Super Heroes 76326 Popiersie Iron Spider-Mana;262;62;222;437;"Cechy Zalecany wiek: 18 lat+ Seria: Marvel Liczba minifigurek do zabawy: 1 szt. Instrukcja: Tak Ilość elementów: 379 Waga i rozmiary Szerokość produktu: 200 mm Głębokość produktu: 110 mm Wysokość produktu: 170 mm Dane opakowania Wysokość opakowania: 262 mm Waga wraz z opakowaniem: 437 g Szerokość opakowania: 222 mm Głębokość opakowania: 62 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej."
;1929142;LEGO Star Wars TM 75333 Myśliwiec Jedi Obi-Wana Kenobiego;70;130;250;301;Cechy Instrukcja: Tak Zalecany wiek: 7 lat+ Seria: Star Wars™ Ilość elementów: 282 Liczba minifigurek do zabawy: 3 szt. Bezpieczne dla dzieci: Tak Waga i rozmiary Waga produktu: 301 g Głębokość produktu: 130 mm Szerokość produktu: 250 mm Wysokość produktu: 70 mm
;1929143;LEGO Star Wars TM 75337 Maszyna krocząca AT-TE;378;70;480;1520;"Cechy Ilość elementów: 1082 Seria: Star Wars™ Zalecany wiek: 9 lat+ Instrukcja: Tak Liczba minifigurek do zabawy: 8 szt. Waga i rozmiary Waga produktu: 1,52 kg Głębokość produktu: 440 mm Wysokość opakowania: 378 mm Szerokość opakowania: 480 mm Głębokość opakowania: 70 mm Szerokość produktu: 240 mm Wysokość produktu: 190 mm"
;1929161;LEGO Ninjago 71808 Mech żywiołu ognia Kaia;282;59;262;468;"Cechy Liczba minifigurek do zabawy: 4 szt. Ilość elementów: 322 Seria: NINJAGO® Instrukcja: Tak Zalecany wiek: 7 lat+ Waga i rozmiary Wysokość produktu: 160 mm Dane opakowania Wysokość opakowania: 282 mm Waga wraz z opakowaniem: 468 g Szerokość opakowania: 262 mm Głębokość opakowania: 59 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej."
;1929162;LEGO Star Wars 75372 Zestaw bitewny z żołnierzem armii klonów™ i droidem bojowym™;191;46;203;218;"Cechy Ilość elementów: 215 Zalecany wiek: 7 lat+ Liczba minifigurek do zabawy: 9 szt. Seria: Star Wars™ Instrukcja: Tak Waga i rozmiary Głębokość produktu: 150 mm Szerokość produktu: 130 mm Wysokość produktu: 120 mm Dane opakowania Wysokość opakowania: 191 mm Głębokość opakowania: 46 mm Waga wraz z opakowaniem: 218 g Szerokość opakowania: 203 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Używać pod nadzorem osoby dorosłej. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;1929178;LEGO Technic 42198 Samolot transportowy;91;262;141;436;"Cechy Zalecany wiek: 8 lat+ Instrukcja: Tak Ilość elementów: 333 Seria: Technic Waga i rozmiary Wysokość produktu: 140 mm Waga wraz z opakowaniem: 436 g Szerokość opakowania: 141 mm Wysokość opakowania: 91 mm Długość produktu: 250 mm Szerokość produktu: 290 mm Głębokość opakowania: 262 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;1929198;LEGO Speed Champions 77244 Bolid F1 Mercedes-AMG W15;141;48;262;289;"Cechy Seria: Speed Champions Zalecany wiek: 10 lat+ Instrukcja: Tak Liczba minifigurek do zabawy: 1 szt. Ilość elementów: 267 Waga i rozmiary Wysokość produktu: 40 mm Głębokość produktu: 200 mm Szerokość produktu: 80 mm Dane opakowania Głębokość opakowania: 48 mm Szerokość opakowania: 262 mm Waga wraz z opakowaniem: 289 g Wysokość opakowania: 141 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;1929201;LEGO Technic 42206 Bolid F1 Oracle Red Bull Racing RB20;378;103;555;;"Cechy Seria: Technic Instrukcja: Tak Zalecany wiek: 18 lat+ Ilość elementów: 1639 Waga i rozmiary Szerokość produktu: 240 mm Głębokość produktu: 630 mm Wysokość produktu: 140 mm Dane opakowania Głębokość opakowania: 103 mm Szerokość opakowania: 555 mm Waga wraz z opakowaniem: 2,82 kg Wysokość opakowania: 378 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Używać pod nadzorem osoby dorosłej."
;1929212;LEGO Jurassic World 76976 Powietrzna misja z kecalkoatlem i spinozaurem;373;66;475;;"Cechy Instrukcja: Tak Seria: Jurassic World Ilość elementów: 984 Zalecany wiek: 8 lat+ Liczba minifigurek do zabawy: 4 szt. Waga i rozmiary Szerokość produktu: 330 mm Głębokość produktu: 120 mm Wysokość produktu: 200 mm Dane opakowania Głębokość opakowania: 66 mm Wysokość opakowania: 373 mm Szerokość opakowania: 475 mm Waga wraz z opakowaniem: 1,76 kg Ostrzeżenie bezpieczeństwa Ostrzeżenia Używać pod nadzorem osoby dorosłej. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;1928970;LEGO Disney Classic 43257 Andzia;282;96;262;821;"Cechy Seria: Disney Instrukcja: Tak Ilość elementów: 784 Zalecany wiek: 9 lat+ Waga i rozmiary Wysokość produktu: 250 mm Dane opakowania Wysokość opakowania: 282 mm Waga wraz z opakowaniem: 821 g Szerokość opakowania: 262 mm Głębokość opakowania: 96 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Używać pod nadzorem osoby dorosłej."
;1928980;LEGO DISNEY CLASSIC 43268 Domek na plaży Lilo i Stitcha;262;71;382;;"Cechy Ilość elementów: 834 Seria: Disney Liczba minifigurek do zabawy: 5 szt. Zalecany wiek: 9 lat+ Instrukcja: Tak Waga i rozmiary Wysokość produktu: 170 mm Szerokość produktu: 350 mm Głębokość produktu: 140 mm Dane opakowania Szerokość opakowania: 382 mm Waga wraz z opakowaniem: 1,22 kg Wysokość opakowania: 262 mm Głębokość opakowania: 71 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Używać pod nadzorem osoby dorosłej. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;1929039;LEGO Disney 43243 Król Lew — Lwiątko Simba;189;44;259;300;"Cechy Seria: Disney Instrukcja: Tak Ilość elementów: 222 Zalecany wiek: 6 lat+ Waga i rozmiary Wysokość produktu: 110 mm Dane opakowania Waga wraz z opakowaniem: 300 g Szerokość opakowania: 259 mm Wysokość opakowania: 189 mm Głębokość opakowania: 44 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;1929091;LEGO Ideas 21345 Aparat Polaroid OneStep SX-70;160;55;385;889;"Cechy Ilość elementów: 516 Instrukcja: Tak Zalecany wiek: 18 lat+ Seria: Ideas Waga i rozmiary Głębokość produktu: 150 mm Wysokość produktu: 90 mm Szerokość produktu: 90 mm Dane opakowania Wysokość opakowania: 160 mm Waga wraz z opakowaniem: 889 g Szerokość opakowania: 385 mm Głębokość opakowania: 55 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;1929092;LEGO Creator 31148 Wrotka w stylu retro;259;58;280;537;"Cechy Seria: Creator Ilość elementów: 342 Zalecany wiek: 8 lat+ Instrukcja: Tak Waga i rozmiary Głębokość produktu: 160 mm Wysokość produktu: 140 mm Szerokość produktu: 70 mm Dane opakowania Głębokość opakowania: 58 mm Waga wraz z opakowaniem: 537 g Szerokość opakowania: 280 mm Wysokość opakowania: 259 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Używać pod nadzorem osoby dorosłej. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Zachowaj opakowanie, ponieważ zawiera ważne informacje."
;1929113;LEGO MINECRAFT 21270 Dom grzybowej krowy;262;76;282;822;"Cechy Liczba minifigurek do zabawy: 1 szt. Zalecany wiek: 8 lat+ Instrukcja: Tak Ilość elementów: 500 Seria: Minecraft® Waga i rozmiary Głębokość produktu: 240 mm Szerokość produktu: 190 mm Wysokość produktu: 160 mm Dane opakowania Głębokość opakowania: 76 mm Wysokość opakowania: 262 mm Szerokość opakowania: 282 mm Waga wraz z opakowaniem: 822 g Ostrzeżenie bezpieczeństwa Ostrzeżenia Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej."
;1929133;LEGO DUPLO 10914 Pudełko z klockami Deluxe;262;180;370;1431;"Cechy Nauka liczb: Tak Kolor produktu: Wielokolorowy Książeczka obrazkowa w zestawie: Tak Przeznaczone dla dzieci: Tak Bezpieczne dla dzieci: Tak Seria: DUPLO® Zalecany wiek: 1,5 roku+ Ilość elementów: 85 Nauka kolorów: Tak Waga i rozmiary Waga netto: 1,302 kg Szerokość produktu: 370 mm Głębokość produktu: 180 mm Waga brutto: 1,431 kg Wysokość produktu: 262 mm"
;1929134;LEGO DUPLO 10941 Urodzinowy pociąg myszek Miki i Minnie;191;70;354;400;"Cechy Seria: DUPLO® Zalecany wiek: 2 lata+ Bezpieczne dla dzieci: Tak Przeznaczone dla dzieci: Tak Ilość elementów: 22 Waga i rozmiary Szerokość produktu: 135 mm Głębokość opakowania: 70 mm Wysokość produktu: 155 mm Szerokość opakowania: 354 mm Wysokość opakowania: 191 mm Głębokość produktu: 355 mm Waga produktu: 400 g Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Używać pod nadzorem osoby dorosłej."
;1929135;LEGO City 60304 Płyty drogowe;191;61;262;420;Cechy Seria: City Zalecany wiek: 5 lat+ Instrukcja: Tak Ilość elementów: 112 Waga i rozmiary Wysokość produktu: 130 mm Głębokość opakowania: 61 mm Szerokość produktu: 440 mm Głębokość produktu: 380 mm Wysokość opakowania: 191 mm Szerokość opakowania: 262 mm Waga produktu: 420 g
;1929150;LEGO Creator 31136 Egzotyczna papuga;220;110;120;;Cechy Zalecany wiek: 7 lat+ Instrukcja: Tak Ilość elementów: 253 Seria: Creator Waga i rozmiary Głębokość produktu: 110 mm Szerokość produktu: 120 mm Wysokość produktu: 220 mm
;1929153;LEGO Creator 31152 Astronauta;270;;;;"Cechy Seria: Creator Ilość elementów: 647 Instrukcja: Tak Zalecany wiek: 9 lat+ Waga i rozmiary Wysokość produktu: 270 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Używać pod nadzorem osoby dorosłej. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;1938795;LEGO Harry Potter 76464 Kociołek: sekretna klasa eliksirów;262;95;283;866;"Cechy Instrukcja: Tak Liczba minifigurek do zabawy: 2 szt. Zalecany wiek: 10 lat+ Seria: Harry Potter™ Ilość elementów: 652 Waga i rozmiary Szerokość produktu: 140 mm Głębokość produktu: 130 mm Wysokość produktu: 200 mm Dane opakowania Głębokość opakowania: 95 mm Wysokość opakowania: 262 mm Waga wraz z opakowaniem: 866 g Szerokość opakowania: 283 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej."
;1938796;LEGO NINJAGO 71849 Nya vs. Elemental Monster Spinner Battle;210;55;185;106;"Cechy Zalecany wiek: 6 lat+ Liczba minifigurek do zabawy: 2 szt. Ilość elementów: 52 Instrukcja: Tak Seria: NINJAGO® Waga i rozmiary Wysokość produktu: 60 mm Głębokość produktu: 110 mm Szerokość produktu: 90 mm Dane opakowania Szerokość opakowania: 185 mm Wysokość opakowania: 210 mm Waga wraz z opakowaniem: 106 g Głębokość opakowania: 55 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej."
;1938797;LEGO NINJAGO 71850 Lloyd vs. Elemental Monster Spinner Battle;210;55;185;106;"Cechy Seria: NINJAGO® Instrukcja: Tak Liczba minifigurek do zabawy: 2 szt. Zalecany wiek: 6 lat+ Ilość elementów: 52 Waga i rozmiary Głębokość produktu: 110 mm Wysokość produktu: 60 mm Szerokość produktu: 90 mm Dane opakowania Głębokość opakowania: 55 mm Waga wraz z opakowaniem: 106 g Szerokość opakowania: 185 mm Wysokość opakowania: 210 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Używać pod nadzorem osoby dorosłej."
;1938799;LEGO Star Wars 75443 Akcesoria Grogu;140;45;190;218;"Cechy Instrukcja: Tak Seria: Star Wars™ Ilość elementów: 107 Zalecany wiek: 4 lata+ Waga i rozmiary Wysokość produktu: 70 mm Dane opakowania Szerokość opakowania: 190 mm Waga wraz z opakowaniem: 218 g Wysokość opakowania: 140 mm Głębokość opakowania: 45 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Nieodpowiednie dla dzieci poniżej 3 lat ze względu na ryzyko zadławienia małymi elementami. Używać pod nadzorem osoby dorosłej. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;1938800;LEGO NINJAGO 71859 The Dragon of Life;371;65;350;;"Cechy Ilość elementów: 1050 Instrukcja: Tak Liczba minifigurek do zabawy: 8 szt. Seria: NINJAGO® Zalecany wiek: 9 lat+ Waga i rozmiary Wysokość produktu: 280 mm Szerokość produktu: 550 mm Głębokość produktu: 380 mm Dane opakowania Waga wraz z opakowaniem: 1,31 kg Wysokość opakowania: 371 mm Szerokość opakowania: 350 mm Głębokość opakowania: 65 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Używać pod nadzorem osoby dorosłej. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Zachowaj opakowanie, ponieważ zawiera ważne informacje."
;1938801;LEGO NINJAGO 71854 Cole's Mission Mech and Dragon Zane;260;60;190;433;"Cechy Ilość elementów: 364 Liczba minifigurek do zabawy: 3 szt. Seria: NINJAGO® Zalecany wiek: 7 lat+ Instrukcja: Tak Waga i rozmiary Wysokość produktu: 190 mm Dane opakowania Wysokość opakowania: 260 mm Głębokość opakowania: 60 mm Szerokość opakowania: 190 mm Waga wraz z opakowaniem: 433 g Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Używać pod nadzorem osoby dorosłej."
;1938802;LEGO NINJAGO 71857 Ninja Vehicle Battle at the Tree House;260;70;380;;"Cechy Zalecany wiek: 7 lat+ Ilość elementów: 642 Seria: NINJAGO® Liczba minifigurek do zabawy: 6 szt. Instrukcja: Tak Waga i rozmiary Wysokość produktu: 220 mm Szerokość produktu: 260 mm Głębokość produktu: 150 mm Dane opakowania Głębokość opakowania: 70 mm Szerokość opakowania: 380 mm Wysokość opakowania: 260 mm Waga wraz z opakowaniem: 1,01 kg Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
